10,4
37,4
179,5
164,4
6,4
172,3
163,3
174,5
145,4
187,5
158,4
139,5
135,4
98,5
27,4
85,5
90,4
14,5
162,5
82,3
30,4
168,5
83,5
51,4
72,4
109,4
73,5
183,3
106,5
119,4
128,3
40,5
65,4
61,5
140,4
204,4
64,3
201,3
184,4
156,5
138,4
129,3
47,4
53,4
5,4
167,4
19,3
146,3
198,3
54,4
103,4
117,4
209,4
8,5
94,5
20,4
120,4
96,5
113,3
74,5
130,4
122,4
46,3
133,3
17,3
1,4
170,4
185,5
197,4
208,4
157,5
77,4
166,5
2,4
