20,3
7,3
185,3
207,3
148,4
12,4
143,5
46,3
163,4
47,4
19,5
157,5
70,4
37,4
138,3
91,3
158,3
39,4
203,3
121,3
54,5
131,3
51,3
169,3
99,4
187,5
194,1
129,1
16,3
109,5
190,5
85,3
90,5
22,3
122,4
6,4
73,3
117,5
189,3
65,5
25,3
112,2
77,3
33,3
171,3
30,3
102,4
198,3
165,3
32,3
114,4
168,3
29,4
127,5
97,5
79,4
0,3
44,4
21,4
80,4
178,3
82,2
170,4
64,3
167,4
72,3
172,3
135,1
209,3
